STREET,DISTRICT,AREA_M2,ROOMS,PRICE,PROPERTY_CONDITION,COMFORT,ENERGY_USAGE,FLOOR,LIFT,BUILDING_HEIGHT,INNER_HEIGHT,AIR_CONDITIONING,FURNISHED,UTILITIES_EXPENSE,WHEELCHAIR_ACCESSIBLE,ORIENTATION,VIEW,BALCONY,HAS_GARDEN,HAS_ATTIC,HAS_EQUIPMENT,PET,SMOKING,PARKING,PANEL_PROGRAM
 Dorottya utca,V,78,2,1692.0,5.0,3.0,,4.0,1.0,6.0,,1,4.0,0.0,0,south-east,street,0.0,,,1.0,0.0,not allowed,0,
 Menesi ut,XI,42,1,513.0,5.0,3.0,,1.0,0.0,3.0,1.0,1,3.0,76.0,0,south-west,garden,3.0,,,1.0,0.0,not allowed,1,
 Hajlo utca 46.,IV,36,1,453.0,5.0,3.0,,8.0,1.0,8.0,1.0,0,4.0,45.0,0,south-west,panoramic,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 O utca,VI,88,3,1510.0,5.0,4.0,17,4.0,1.0,5.0,1.0,1,4.0,106.0,1,west,street,9.0,0.0,0.0,1.0,0.0,not allowed,0,
 Hegedus Gyula utca,XIII,40,1,362.0,3.0,3.0,,1.0,1.0,8.0,1.0,0,3.0,0.0,0,east,street,0.0,,0.0,1.0,0.0,not allowed,,
 Vagohid utca,IX,45,2,604.0,6.0,3.0,,3.0,1.0,6.0,,0,1.0,45.0,0,,street,0.0,,,,0.0,,,
 Raday utca 54.,IX,30,1,453.0,5.0,2.0,,1.0,0.0,3.0,2.0,1,4.0,69.0,0,south,court,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Rozsa utca,VI,79,2,951.0,6.0,,,4.0,1.0,4.0,,1,4.0,0.0,0,,court,9.0,,,,,,,
 Ambrus utca,XIII,30,1,362.0,5.0,3.0,,2.0,1.0,3.0,1.0,0,3.0,0.0,0,,,0.0,,0.0,1.0,,,0,
 Belgrad rakpart 10.,V,32,1,453.0,4.0,3.0,,0.0,,4.0,1.0,0,4.0,30.0,0,,,0.0,,,1.0,,,,
 Krisztinavaros  Varalja,I,41,1,362.0,4.0,3.0,,2.0,1.0,5.0,1.0,0,4.0,106.0,0,west,panoramic,0.0,0.0,0.0,1.0,0.0,,,
 Vajkay utca,V,37,1,601.0,5.0,3.0,8,2.0,1.0,5.0,2.0,1,4.0,0.0,0,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Furulya utca,II,89,3,982.0,5.0,3.0,8,2.0,1.0,3.0,1.0,1,1.0,91.0,1,south-east,street,30.0,,,1.0,1.0,,1,
 Kaldy Gyula utca,VI,72,3,1269.0,5.0,3.0,,5.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,not allowed,0,
 Erzsebet korut,VII,96,3,1517.0,5.0,,,3.0,0.0,,2.0,0,,0.0,0,north-west,street,0.0,,0.0,,,,,
 Belso-Erzsebetvaros,VII,57,2,498.0,5.0,3.0,,3.0,1.0,4.0,2.0,0,4.0,0.0,0,south,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Ferenc ter,IX,40,2,544.0,5.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,40.0,1,south-east,panoramic,5.0,,,1.0,0.0,not allowed,0,
 Karap utca,XII,40,1,438.0,4.0,3.0,,1.0,0.0,2.0,1.0,0,3.0,106.0,0,,garden,8.0,1.0,0.0,1.0,0.0,not allowed,1,
 Benczur utca,VI,75,2,967.0,,,,,,,,0,,142.0,0,,,3.0,,,,,,,
 Lava utca,XXIII,35,1,453.0,4.0,3.0,,0.5,,,,0,3.0,0.0,0,,panoramic,5.0,1.0,,,1.0,,0,
 Hataror ut,XII,58,3,604.0,5.0,3.0,,0.0,,1.0,,0,1.0,30.0,0,,garden,0.0,1.0,,1.0,0.0,,,
 Belgrad rakpart 10.,V,108,2,755.0,5.0,3.0,,0.0,,4.0,2.0,1,4.0,106.0,0,,panoramic,0.0,,,1.0,,not allowed,0,
 Hertelendy utca,XII,68,2,510.0,5.0,3.0,17,5.0,1.0,6.0,1.0,1,4.0,60.0,0,south,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Belso-Terezvaros,VI,70,3,1364.0,5.0,,,3.0,1.0,,,1,4.0,0.0,0,,court,5.0,,0.0,1.0,,,0,
 Herminamezo,XIV,70,2,574.0,5.0,3.0,,1.0,0.0,3.0,1.0,0,4.0,76.0,0,south-west,garden,2.0,0.0,0.0,1.0,0.0,not allowed,1,
 Petnehazy utca 82.,XIII,78,3,604.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Erzsebet korut 21.,VII,39,1,544.0,,,,2.0,0.0,3.0,2.0,0,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,0,
 Szent Istvan korut,V,25,1,227.0,,,,,,,,0,,91.0,0,,,4.0,,,,,,,
 Ponty utca,I,84,2,604.0,5.0,3.0,8,1.0,1.0,4.0,2.0,0,3.0,151.0,0,north-east,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Kodaly korond,VI,72,2,604.0,4.0,,,3.0,0.0,3.0,,0,4.0,41.0,0,,,0.0,,0.0,1.0,0.0,not allowed,0,
 Desi Huber utca 10.,IX,54,2,483.0,5.0,,,2.0,0.0,3.0,,0,,0.0,0,east,garden,0.0,,,,,not allowed,1,
 Dobrentei ter,I,37,1,604.0,5.0,,,2.0,,4.0,,0,4.0,109.0,0,,,0.0,,,1.0,,,,
 Bogar utca,II,147,4,2296.0,5.0,4.0,,1.0,0.0,3.0,1.0,1,2.0,0.0,0,south-east,garden,20.0,0.0,0.0,1.0,0.0,not allowed,0,
 Ujlipotvaros,XIII,65,2,544.0,4.0,,,,1.0,,2.0,0,,0.0,0,south-west,street,0.0,,,,,,,
 Lengyel utca 9-11.,XIV,44,1,634.0,5.0,3.0,,0.5,1.0,4.0,1.0,0,4.0,0.0,1,north-east,garden,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Corvin setany 6.,VIII,28,1,695.0,6.0,4.0,19,,1.0,,2.0,1,4.0,106.0,1,south,garden,8.0,1.0,0.0,1.0,0.0,not allowed,0,
 O utca,VI,64,2,2492.0,5.0,5.0,,8.0,1.0,8.0,1.0,1,4.0,0.0,0,,garden,7.0,,,1.0,0.0,not allowed,0,
 Turoc utca 9.,XIII,52,1,604.0,6.0,4.0,19,,1.0,,2.0,0,2.0,106.0,0,west,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Tomo utca 28-30 B,VIII,54,2,423.0,6.0,4.0,,,1.0,,,1,4.0,0.0,0,,garden,0.0,,,,0.0,,0,
 Torokvesz,II,72,2,967.0,5.0,4.0,,1.0,1.0,3.0,2.0,0,,0.0,0,south-east,garden,17.0,,,,,,0,
 Lipotvaros,V,54,1,1269.0,5.0,5.0,,3.0,1.0,5.0,2.0,1,4.0,0.0,0,west,street,0.0,0.0,0.0,1.0,,,0,
 Raho utca,XI,48,1,785.0,5.0,3.0,,1.0,1.0,4.0,1.0,0,4.0,0.0,0,south-east,garden,8.0,,,1.0,0.0,not allowed,1,
 Terez korut,VI,100,4,1507.0,5.0,5.0,19,3.0,1.0,5.0,2.0,1,4.0,0.0,0,south-east,street,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Ujlipotvaros,XIII,80,2,936.0,5.0,3.0,,3.0,1.0,4.0,2.0,1,4.0,0.0,0,north-east,court,0.0,0.0,0.0,,0.0,not allowed,0,
 Ulloi ut,IX,151,5,1450.0,5.0,4.0,,3.0,1.0,3.0,2.0,1,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,0.0,allowed,0,
 Jozsef Attila utca,V,85,2,1269.0,5.0,3.0,,1.0,0.0,3.0,2.0,1,4.0,76.0,0,south-west,street,0.0,0.0,0.0,1.0,,not allowed,0,
 Leonardo da Vinci utca 12-14,VIII,63,1,708.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Jokai utca,VI,29,1,687.0,5.0,2.0,,3.0,1.0,4.0,2.0,0,4.0,0.0,0,,court,0.0,,0.0,,,,,
 Pannonia utca,XIII,52,2,846.0,5.0,,,8.0,1.0,9.0,,1,4.0,0.0,0,,panoramic,12.0,,0.0,1.0,0.0,,0,
 Folyondar utca,III,72,3,755.0,4.0,3.0,,2.0,0.0,3.0,1.0,0,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,,,0,
 Muzeum korut 41.,V,38,1,408.0,,,,,,,,0,,91.0,0,,,0.0,,,,,,,
 Kresz Geza utca,XIII,38,1,423.0,4.0,3.0,,5.0,1.0,5.0,1.0,1,4.0,60.0,0,,street,0.0,0.0,1.0,1.0,,,0,
 Marvany utca 40.,XII,58,2,604.0,5.0,5.0,12,0.5,0.0,3.0,2.0,0,4.0,56.0,0,east,court,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Palvolgy,II,62,2,755.0,5.0,5.0,,0.0,,3.0,1.0,0,4.0,0.0,0,,garden,5.0,,,1.0,,,0,
 Karinthy Frigyes ut,XI,75,2,876.0,5.0,,,4.0,1.0,,,0,4.0,0.0,0,,,0.0,,,,,,,
 Liszt Ferenc ter,VI,60,2,843.0,5.0,,,0.0,,,2.0,0,4.0,0.0,0,south-west,court,0.0,0.0,,1.0,1.0,not allowed,,
 Szekely Bertalan utca,VI,95,4,836.0,5.0,3.0,,1.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,,,,,
 Henszlmann Imre utca,V,96,3,1057.0,5.0,,,1.0,1.0,4.0,2.0,0,1.0,0.0,0,,street,3.0,,0.0,1.0,,not allowed,0,
 Visegradi utca,XIII,87,4,695.0,,,,4.0,1.0,,,0,1.0,0.0,0,,street,0.0,,,,,,,
 Hajos utca,VI,32,1,332.0,4.0,,,2.0,1.0,,1.0,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 Szabadsag utca,XXI,35,1,332.0,,,,,,,,0,,76.0,0,,,0.0,,,,,,,
 Tutaj utca,XIII,68,3,800.0,4.0,4.0,,2.0,1.0,9.0,1.0,0,4.0,136.0,0,north-east,street,0.0,0.0,0.0,1.0,,,0,
 Bajcsy-Zsilinszky ut 9.,VI,57,2,1510.0,5.0,5.0,,4.0,1.0,9.0,1.0,1,4.0,121.0,0,south-west,panoramic,0.0,,0.0,1.0,,not allowed,0,
 Nyar utca,VII,72,3,906.0,5.0,4.0,,3.0,,3.0,,1,2.0,45.0,0,,street,0.0,,,1.0,1.0,,,
 Falk Miksa utca,V,71,2,664.0,4.0,3.0,,4.0,1.0,,2.0,0,3.0,0.0,0,,street,3.0,,,1.0,0.0,,,
 Szent Istvan korut,V,67,2,906.0,5.0,,,3.0,1.0,,2.0,0,4.0,45.0,0,,,0.0,,,1.0,,,,
 Szikszo park,XIV,48,2,393.0,5.0,3.0,,2.0,0.0,4.0,1.0,0,3.0,0.0,0,east,garden,0.0,0.0,0.0,1.0,0.0,not allowed,1,
 Hunyad lejto,XII,100,3,1359.0,,,,,,,,0,,121.0,0,,,30.0,,,,,,,
 Dohany utca 73-75,VII,60,2,649.0,5.0,3.0,,4.0,1.0,4.0,2.0,0,1.0,0.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Hunyadi Janos ut,I,62,2,574.0,4.0,,,3.0,0.0,,1.0,0,,0.0,0,,,5.0,,0.0,,,,,
 Vizivaros,II,65,2,1269.0,4.0,3.0,,4.0,1.0,,,0,4.0,0.0,0,,street,0.0,,,1.0,0.0,not allowed,1,
 Apaczai Csere Janos utca,V,103,3,952.0,5.0,3.0,,1.0,0.0,3.0,2.0,0,,0.0,0,west,street,0.0,,0.0,1.0,,not allowed,,
 Andrassy ut,VI,66,2,1058.0,5.0,3.0,,2.0,1.0,6.0,1.0,1,4.0,127.0,1,east,garden,10.0,0.0,0.0,1.0,0.0,not allowed,1,
 Szent Orban ter 4.,XII,69,2,816.0,5.0,3.0,12,0.0,0.0,3.0,1.0,0,3.0,0.0,0,,garden,5.0,0.0,0.0,1.0,0.0,not allowed,0,
 Hercegprimas utca,V,65,2,1534.0,5.0,3.0,,2.0,1.0,3.0,,1,4.0,0.0,0,,street,0.0,0.0,0.0,1.0,,,0,
 Bolgarkerek utca,XIV,52,2,438.0,,,,,,,,0,,106.0,0,,,2.0,,,,,,,
 Napfeny utca,IX,28,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Vaci ut,XIII,40,1,498.0,4.0,3.0,,3.0,1.0,5.0,2.0,0,4.0,0.0,0,east,,0.0,,0.0,1.0,0.0,not allowed,0,
 Eotvos utca,XV,32,1,423.0,5.0,,,1.0,1.0,3.0,,0,4.0,60.0,0,,garden,8.0,,0.0,1.0,0.0,not allowed,1,
 Terez korut,VI,29,1,399.0,4.0,,,1.0,,,,0,,0.0,0,,,0.0,,,,,,,
 Dohany utca,VII,95,4,1057.0,5.0,4.0,,1.0,0.0,3.0,,0,4.0,94.0,0,,street,0.0,,,1.0,,,,
 Szasz Karoly utca,II,60,3,574.0,4.0,3.0,,0.0,1.0,4.0,,0,1.0,60.0,0,north,court,0.0,,,1.0,1.0,,0,
 Tompa utca 15.,IX,62,3,1005.0,5.0,4.0,,1.0,1.0,4.0,,0,4.0,97.0,0,,street,0.0,,,1.0,,,,
 Erzsebet korut,VII,38,1,513.0,5.0,3.0,,2.0,1.0,5.0,,0,4.0,36.0,0,,street,0.0,,,1.0,0.0,,,
 Sip utca,VII,60,3,740.0,5.0,3.0,,3.0,1.0,6.0,1.0,0,4.0,148.0,1,,court,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 Corvin setany,VIII,62,3,1084.0,6.0,3.0,18,6.0,1.0,8.0,1.0,1,4.0,0.0,1,,court,14.0,0.0,0.0,1.0,,,1,
 Vaci ut 170./B,XIII,41,1,468.0,5.0,3.0,,0.5,1.0,5.0,1.0,0,1.0,28.0,1,west,garden,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Facsemete utca,XI,90,3,1510.0,5.0,5.0,,0.0,0.0,3.0,1.0,1,1.0,181.0,0,south,court,33.0,1.0,0.0,1.0,0.0,not allowed,0,
 Feny utca 2.,II,48,1,664.0,5.0,3.0,,5.0,1.0,6.0,,1,2.0,0.0,0,,street,0.0,0.0,1.0,,0.0,not allowed,,
 Verseghy Ferenc utca 15-17.,II,39,1,483.0,4.0,3.0,12,2.0,0.0,3.0,1.0,0,1.0,0.0,0,south,garden,5.0,0.0,0.0,1.0,1.0,allowed,1,
 Falk Miksa utca,V,100,2,846.0,5.0,3.0,,1.0,1.0,6.0,,0,4.0,0.0,0,south-west,street,0.0,,,1.0,0.0,not allowed,,
 Borzsony utca,IX,63,1,498.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Madarasz Viktor utca,XIII,62,2,695.0,4.0,3.0,,6.0,1.0,6.0,1.0,1,3.0,0.0,1,south,panoramic,4.0,,,1.0,,,0,
 Martonhegy,XII,120,4,2010.0,5.0,,,,1.0,,,1,,0.0,0,,panoramic,25.0,,,1.0,,,0,
 Szolo utca,III,107,3,816.0,4.0,4.0,,2.0,0.0,3.0,1.0,0,1.0,136.0,0,,,5.0,0.0,0.0,1.0,,,,
 Chazar Andras utca 19.,XIV,28,1,362.0,4.0,3.0,,0.5,1.0,,,0,4.0,60.0,0,south,court,0.0,,0.0,1.0,0.0,not allowed,,
 Kun utca,VIII,62,2,589.0,5.0,3.0,12,6.0,1.0,7.0,1.0,0,1.0,91.0,0,,street,8.0,,,1.0,0.0,not allowed,0,
 Aurora utca,VIII,44,1,483.0,6.0,3.0,,4.0,1.0,5.0,1.0,0,4.0,0.0,1,,street,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Varfok utca,I,70,2,544.0,5.0,3.0,,2.0,1.0,4.0,1.0,0,,76.0,1,south,court,4.0,,,1.0,0.0,not allowed,0,
 Krisztina korut,I,80,3,755.0,4.0,3.0,,2.0,0.0,,2.0,0,4.0,0.0,0,,,15.0,1.0,,,,,,
 Orszag ut,III,27,1,242.0,,,,,,,,0,,0.0,0,,,9.0,,,,,,,
 Kassai utca,XIV,42,1,332.0,4.0,3.0,,0.0,,,1.0,0,4.0,76.0,0,,street,0.0,,,1.0,0.0,not allowed,1,
 Vizafogo  Marinapart,XIII,102,3,1163.0,,,,4.0,,,,0,,0.0,0,,,0.0,,,,,,,
 Kun utca,VIII,58,2,498.0,5.0,,,3.0,1.0,6.0,1.0,0,4.0,60.0,0,,court,5.0,,,1.0,0.0,,,
 Csalogany utca 13-19,II,55,2,664.0,5.0,3.0,,5.0,1.0,8.0,1.0,1,4.0,91.0,0,south,street,6.0,0.0,0.0,1.0,0.0,not allowed,1,
 Uromi utca,II,90,3,1565.0,5.0,4.0,,1.0,0.0,3.0,,1,4.0,88.0,0,,,40.0,1.0,0.0,1.0,0.0,not allowed,0,
 Pacsirtamezo utca,III,50,2,544.0,5.0,3.0,,4.0,0.0,4.0,1.0,1,3.0,121.0,0,south-east,street,3.0,0.0,0.0,1.0,0.0,not allowed,1,
 Eotvos utca,VI,110,4,997.0,5.0,4.0,,3.0,,4.0,,0,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,,,,
 Kiralyok utja 243-245.,III,75,3,891.0,5.0,5.0,,0.0,1.0,3.0,2.0,1,4.0,0.0,0,south-east,garden,12.0,1.0,0.0,1.0,0.0,,1,
 Ozgida utca,II,63,2,710.0,5.0,3.0,14,3.0,0.0,3.0,1.0,1,,60.0,0,south-east,panoramic,5.0,0.0,,1.0,1.0,not allowed,1,
 Szent Istvan korut,XIII,73,3,1481.0,5.0,,,5.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,0.0,,,
 Veso utca,XIII,69,3,816.0,4.0,,,4.0,1.0,,1.0,0,1.0,0.0,0,,street,0.0,,0.0,1.0,,,,
 Lenfono utca,X,68,1,453.0,4.0,3.0,,5.0,1.0,8.0,,0,1.0,45.0,0,,panoramic,0.0,,,1.0,0.0,,,1.0
 Kos Karoly ter,XIX,75,2,453.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Huvosvolgyi ut 38.,II,56,2,498.0,5.0,,,0.5,,3.0,,0,1.0,106.0,0,,garden,8.0,,0.0,,,,0,
 Bem rakpart 54.,II,90,3,1259.0,5.0,3.0,18,3.0,1.0,3.0,2.0,1,4.0,136.0,0,south-west,panoramic,3.0,0.0,0.0,1.0,0.0,not allowed,0,
 Rippl-Ronai utca,VI,85,3,755.0,5.0,3.0,,0.0,,4.0,2.0,1,4.0,0.0,0,,,0.0,,,1.0,1.0,,,
 Garibaldi utca,V,134,3,1586.0,4.0,,,4.0,1.0,,2.0,1,1.0,151.0,0,,panoramic,21.0,,,,,,,
 Visegradi utca,XIII,60,2,604.0,5.0,3.0,,2.0,1.0,4.0,2.0,0,3.0,0.0,0,north-east,street,0.0,0.0,0.0,1.0,0.0,,0,
 Nagymezo utca,VI,38,1,393.0,,,,,,,,0,,76.0,0,,,0.0,,,,,,,
 Belso-Ferencvaros,IX,42,1,453.0,5.0,3.0,,2.0,1.0,5.0,2.0,0,4.0,91.0,0,south-west,court,0.0,,0.0,1.0,,,,
 Saletrom utca 2/C,VIII,72,2,876.0,5.0,,,3.0,0.0,3.0,,1,4.0,106.0,0,,,1.0,,0.0,1.0,,not allowed,,
 Petofi ter 3-5,V,109,4,1507.0,5.0,,,5.0,1.0,7.0,2.0,0,3.0,175.0,1,,street,4.0,,0.0,,,not allowed,,
 Ecseri ut,IX,28,1,362.0,5.0,3.0,,0.0,0.0,4.0,1.0,0,3.0,0.0,0,south-west,garden,0.0,0.0,0.0,1.0,1.0,not allowed,0,
 Alkotas utca,XII,82,2,952.0,5.0,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Belvaros,V,71,3,1299.0,3.0,4.0,,0.5,1.0,5.0,2.0,0,4.0,91.0,0,south,court,0.0,,,1.0,0.0,not allowed,0,
 Kulso-Terezvaros,VI,32,1,513.0,5.0,,,3.0,,,,0,4.0,0.0,0,,street,3.0,,,,0.0,not allowed,,
 Romaifurdo,III,36,2,604.0,4.0,3.0,,,,3.0,,1,,0.0,0,south,,0.0,,,,,,,
 Ferenc korut 7.,IX,58,2,906.0,6.0,3.0,12,3.0,1.0,6.0,1.0,1,4.0,45.0,0,north-west,panoramic,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Nefelejcs utca,VII,65,2,664.0,,,,,,,,0,,106.0,0,,,0.0,,,,,,,
 Attila utca,XX,29,1,287.0,4.0,3.0,,4.0,0.0,4.0,,0,,0.0,0,,garden,0.0,,,0.0,0.0,not allowed,1,
 Havas utca,V,51,1,755.0,5.0,,,3.0,1.0,,2.0,0,,0.0,0,south,street,0.0,,0.0,,,,,
 Szigony utca,VIII,41,1,423.0,5.0,3.0,,10.0,1.0,10.0,,0,1.0,0.0,0,south-east,panoramic,0.0,,,,,,,
 Bajcsy-Zsilinszky ut 36-38.,V,62,2,574.0,4.0,,,4.0,1.0,4.0,2.0,0,4.0,106.0,0,,,0.0,,0.0,,1.0,,,
 Erno utca 11-13,IX,50,1,453.0,,,,,,,,0,,60.0,0,,,0.0,,,,,,,
 Javorka Adam utca,XIV,64,2,544.0,4.0,3.0,,3.0,0.0,3.0,,1,4.0,0.0,0,,,0.0,,0.0,,,not allowed,1,
 Kelenfold,XI,94,3,906.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Vertanuk tere,V,123,3,3173.0,5.0,5.0,,4.0,1.0,,,1,1.0,0.0,0,,street,6.0,,,1.0,0.0,,0,
 Szatmar utca,XIV,45,1,498.0,5.0,,,0.5,,,,1,4.0,0.0,0,,,0.0,1.0,,1.0,0.0,not allowed,0,
 Kulso-Terezvaros,VI,85,1,903.0,5.0,,,1.0,1.0,,2.0,0,,0.0,0,south-east,court,0.0,,0.0,,,,,
 Huvosvolgyi ut,II,67,2,513.0,4.0,3.0,,0.0,0.0,2.0,1.0,0,4.0,0.0,0,,garden,5.0,0.0,,1.0,0.0,not allowed,1,
 Timar utca,III,39,1,362.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Dohany utca,VII,70,3,967.0,4.0,3.0,,2.0,1.0,3.0,,0,4.0,0.0,0,,,0.0,,,1.0,0.0,not allowed,,
 Baross utca 45.,VIII,30,1,423.0,5.0,3.0,,4.0,1.0,4.0,2.0,1,4.0,0.0,0,,court,0.0,0.0,0.0,1.0,,not allowed,0,
 Biro Laszlo Jozsef korut,XI,75,3,1111.0,6.0,4.0,,4.0,1.0,,,1,4.0,0.0,0,,,20.0,,,1.0,,,0,
 Fenyves lejto,II,120,3,1782.0,5.0,3.0,,3.0,0.0,3.0,1.0,1,1.0,76.0,0,south,panoramic,24.0,0.0,0.0,1.0,0.0,not allowed,1,
 Viola utca,IX,62,2,604.0,5.0,3.0,,3.0,1.0,5.0,1.0,1,4.0,76.0,0,south-east,street,4.0,0.0,0.0,1.0,0.0,not allowed,0,
 O utca 46.,VI,80,3,1148.0,5.0,3.0,,0.0,1.0,5.0,2.0,0,4.0,0.0,1,,court,0.0,,0.0,1.0,0.0,not allowed,0,
 Orbanhegy,XII,70,2,1521.0,5.0,,,1.0,1.0,,1.0,0,,0.0,0,south-west,,1.0,,0.0,,,,,
 Dozsa Gyorgy ut,VI,67,2,634.0,5.0,3.0,18,3.0,1.0,4.0,1.0,1,4.0,30.0,1,north-east,street,7.0,0.0,0.0,1.0,0.0,not allowed,1,
 Uszodaru utca 5.,XIII,47,2,755.0,6.0,4.0,19,5.0,1.0,8.0,1.0,0,,0.0,1,,panoramic,8.0,,,,,not allowed,1,
 Rozsadomb,II,61,3,601.0,3.0,3.0,,2.0,0.0,3.0,2.0,1,3.0,0.0,0,south,court,0.0,0.0,0.0,1.0,,,0,
 Semmelweis utca,V,48,2,529.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Huvosvolgy,II,120,4,1178.0,5.0,4.0,,0.0,0.0,3.0,1.0,0,2.0,0.0,0,,garden,20.0,1.0,,1.0,1.0,,0,
 Bajnok utca,VI,72,2,740.0,5.0,,,,,3.0,,0,4.0,0.0,0,,,0.0,,,1.0,,,,
 Hollan Erno utca,XIII,44,1,453.0,,,,,,,,0,,0.0,0,,,0.0,,,,,,,
 Erzsebet korut,VII,110,3,2114.0,5.0,4.0,,3.0,0.0,4.0,2.0,0,4.0,91.0,0,,,0.0,0.0,,1.0,0.0,not allowed,,
 Vihorlat utca,II,95,3,1481.0,,,,2.0,0.0,2.0,,0,4.0,79.0,0,,panoramic,12.0,1.0,,1.0,,,1,
 Jozsef Attila utca,V,79,3,1269.0,5.0,,,1.0,,3.0,,0,,0.0,0,,panoramic,0.0,,,,,,,
 Dohany utca,VII,57,2,797.0,5.0,4.0,,1.0,1.0,4.0,2.0,1,4.0,0.0,0,,,0.0,,0.0,1.0,,not allowed,,
 Egyetem ter,V,62,2,725.0,5.0,3.0,,3.0,1.0,,2.0,0,4.0,151.0,0,,street,0.0,0.0,0.0,1.0,0.0,not allowed,0,
 Andrassy ut,VI,100,3,3173.0,5.0,5.0,,3.0,1.0,4.0,,1,4.0,0.0,0,,street,0.0,,,1.0,0.0,not allowed,,
 Angyalfold  Loportardulo,XIII,91,3,725.0,4.0,3.0,,1.0,1.0,4.0,2.0,0,1.0,181.0,0,south-west,street,0.0,,,1.0,1.0,not allowed,0,
 Dozsa Gyorgy ut,XIII,50,2,287.0,2.0,3.0,,3.0,1.0,4.0,,0,3.0,60.0,0,,court,4.0,,0.0,0.0,1.0,allowed,0,
 Hollo utca,VII,50,2,755.0,5.0,3.0,,4.0,1.0,5.0,,1,4.0,45.0,0,,street,0.0,,,1.0,1.0,,0,
 Felheviz,II,117,3,1510.0,5.0,,,,,3.0,,1,,0.0,0,,,0.0,,,,0.0,not allowed,,
 Nagymezo utca,VI,63,2,453.0,5.0,3.0,,2.0,0.0,2.0,2.0,0,4.0,91.0,0,east,street,0.0,,0.0,1.0,0.0,not allowed,0,
 Andrassy ut,VI,136,3,1586.0,5.0,,,3.0,1.0,,,1,4.0,0.0,0,,street,0.0,,,1.0,1.0,,,
 Szondi utca,VI,73,3,906.0,5.0,3.0,,3.0,0.0,3.0,,0,4.0,60.0,0,,court,0.0,,,1.0,0.0,,0,
 Szep Juhaszne ut,II,85,2,755.0,5.0,3.0,,,,2.0,1.0,0,4.0,151.0,0,south,garden,23.0,1.0,,1.0,1.0,not allowed,,
 Andrassy ut,VI,163,5,4442.0,5.0,4.0,,3.0,1.0,4.0,2.0,1,4.0,151.0,0,south-east,street,0.0,,,1.0,,,,
 Andrassy ut,VI,74,2,1798.0,5.0,3.0,,3.0,1.0,4.0,2.0,1,4.0,91.0,0,south-east,street,0.0,,,1.0,,,,
 Pannonia utca,XIII,50,2,574.0,5.0,3.0,,5.0,1.0,10.0,1.0,0,3.0,36.0,0,,,2.0,,0.0,,,not allowed,0,1.0
 Solyater utca,XIII,40,1,582.0,5.0,3.0,12,6.0,1.0,9.0,1.0,1,1.0,60.0,1,south-east,panoramic,10.0,0.0,0.0,1.0,0.0,,0,
 Huvosvolgyi ut,II,82,2,695.0,4.0,3.0,,0.5,0.0,2.0,2.0,0,2.0,45.0,0,west,panoramic,6.0,0.0,0.0,1.0,1.0,not allowed,0,
 Korosi Sandor utca,XXI,53,2,302.0,3.0,,,3.0,,4.0,,0,,0.0,0,,,5.0,,,,,,,
 Ipar utca 2/A,IX,50,2,529.0,5.0,3.0,,5.0,1.0,6.0,,1,3.0,0.0,1,,,4.0,0.0,0.0,1.0,,not allowed,0,
 Szekely Bertalan utca 3.,VI,30,1,362.0,4.0,3.0,,1.0,,,2.0,0,3.0,0.0,0,,court,0.0,,0.0,1.0,,not allowed,,
